Age,Gender,Employment_Type,City_Tier,Monthly_Income_INR,Existing_Loans,Existing_EMI_INR,Loan_Amount_INR,Loan_Tenure_Months,CIBIL_Score,Purpose,Risk
37,female,salaried,tier_2,119300,1,8900,1791000,48,652,car,good
31,male,salaried,tier_2,91100,3,18500,396000,12,580,personal,bad
45,female,salaried,tier_3,29000,0,0,227000,36,641,personal,good
35,female,self_employed,tier_3,48600,1,6700,664000,36,662,home,good
60,female,self_employed,tier_2,52500,4,17500,834000,120,516,personal,good
60,male,salaried,tier_1,49600,3,13300,351000,36,715,personal,bad
34,male,self_employed,tier_3,39800,4,11200,899000,12,616,home,bad
44,female,self_employed,tier_3,70500,3,2800,480000,24,610,personal,bad
64,male,self_employed,tier_3,54700,0,0,341000,84,748,personal,good
53,male,salaried,tier_2,38600,2,500,247000,12,681,home,bad
30,female,salaried,tier_1,74600,4,22000,1680000,12,648,business,bad
46,female,salaried,tier_3,49000,3,500,1051000,12,578,education,bad
48,male,salaried,tier_1,40500,2,2300,150000,12,586,personal,good
49,male,salaried,tier_1,41000,4,4500,749000,120,641,business,good
22,male,salaried,tier_1,78400,0,0,356000,120,710,consumer_durable,good
34,male,salaried,tier_2,58300,4,18400,267000,84,676,personal,bad
58,male,salaried,tier_1,39000,0,0,179000,12,726,personal,good
31,female,business,tier_2,80200,4,20400,1638000,60,601,car,bad
34,female,self_employed,tier_2,70200,4,7100,841000,84,629,car,bad
35,male,salaried,tier_2,51000,2,17400,750000,84,665,business,good
28,male,business,tier_1,96500,2,13800,352000,84,649,education,good
27,female,salaried,tier_3,50400,0,0,1105000,60,646,business,bad
36,female,salaried,tier_2,64100,1,17500,1514000,48,615,home,bad
59,female,business,tier_2,39000,1,5000,310000,12,654,car,bad
21,male,salaried,tier_2,40100,3,4800,673000,84,671,home,good
33,female,salaried,tier_1,64600,0,0,1115000,120,672,personal,good
23,male,salaried,tier_2,40700,4,13400,948000,48,650,home,bad
45,male,salaried,tier_1,124100,1,29200,1633000,48,655,car,bad
32,female,self_employed,tier_3,45000,4,13500,360000,120,565,consumer_durable,bad
55,male,salaried,tier_1,50400,1,17000,533000,48,724,personal,good
46,male,salaried,tier_3,38300,3,4400,629000,36,636,personal,bad
55,male,salaried,tier_2,81700,3,15400,1056000,120,654,home,bad
48,male,salaried,tier_1,59200,4,12600,276000,120,533,car,bad
40,male,salaried,tier_2,74100,2,5600,1479000,24,715,personal,good
58,female,business,tier_1,153300,1,42800,3242000,24,671,home,bad
41,male,self_employed,tier_3,55100,3,5000,719000,36,577,education,bad
62,male,salaried,tier_3,43900,0,0,614000,24,822,consumer_durable,good
64,female,self_employed,tier_2,74400,4,13600,991000,84,594,home,good
46,male,salaried,tier_2,45800,3,13400,647000,120,643,business,bad
50,female,salaried,tier_3,98500,0,0,508000,48,682,home,good
32,male,salaried,tier_2,59800,0,0,724000,60,753,home,good
56,male,salaried,tier_2,82200,0,0,1020000,36,797,home,good
50,male,self_employed,tier_1,57100,3,16200,1368000,120,691,consumer_durable,bad
60,female,unemployed,tier_1,19300,3,2700,78000,120,582,personal,good
32,male,salaried,tier_2,66500,0,0,635000,84,676,personal,bad
55,female,salaried,tier_2,39700,2,11800,533000,120,770,car,good
41,male,self_employed,tier_3,25700,2,4300,534000,12,629,business,bad
29,male,salaried,tier_2,51200,2,4900,650000,120,594,personal,good
28,male,salaried,tier_2,81000,3,7500,738000,36,625,personal,good
45,male,unemployed,tier_2,6300,4,1200,90000,24,501,personal,bad
35,male,business,tier_3,46200,4,4700,427000,120,566,personal,good
25,male,unemployed,tier_2,19000,0,0,276000,84,541,personal,bad
39,male,salaried,tier_3,26800,4,2200,469000,12,664,home,bad
49,female,salaried,tier_1,115200,2,18000,1630000,60,706,business,good
35,male,salaried,tier_2,37100,0,0,586000,120,736,car,good
63,male,business,tier_3,38100,4,7000,145000,60,620,consumer_durable,good
55,male,salaried,tier_3,39200,1,8100,660000,48,680,education,good
43,male,salaried,tier_1,143000,2,29400,3341000,12,614,home,bad
62,male,salaried,tier_2,44000,4,5700,586000,48,663,car,good
40,male,self_employed,tier_1,35300,2,11100,701000,48,613,personal,bad
27,male,self_employed,tier_1,39700,0,0,577000,84,652,education,good
22,female,self_employed,tier_3,49900,0,0,887000,24,558,business,bad
62,male,salaried,tier_3,25700,4,5000,244000,24,599,personal,bad
63,male,self_employed,tier_1,98200,1,12700,2288000,120,705,car,bad
53,female,salaried,tier_3,42300,0,0,318000,84,655,personal,good
25,male,salaried,tier_2,54400,0,0,345000,48,686,personal,good
33,male,salaried,tier_3,45800,4,15500,181000,48,595,business,bad
22,female,salaried,tier_3,31200,2,6200,448000,60,615,education,good
23,female,salaried,tier_3,43300,2,1600,693000,24,660,consumer_durable,good
31,female,unemployed,tier_3,5900,2,900,98000,24,507,home,bad
46,male,salaried,tier_3,66100,2,16500,437000,48,709,personal,good
23,male,salaried,tier_2,38400,4,900,641000,36,571,personal,good
64,female,self_employed,tier_1,75600,3,6900,489000,24,608,education,bad
41,female,self_employed,tier_1,45100,3,14600,850000,48,671,home,bad
32,male,salaried,tier_3,34200,4,4300,300000,60,621,personal,good
43,male,self_employed,tier_1,56900,0,0,675000,84,693,car,good
55,male,salaried,tier_3,117100,1,4000,1254000,60,690,home,good
34,male,salaried,tier_1,73900,4,16000,792000,60,654,home,good
23,female,self_employed,tier_3,27000,0,0,490000,48,540,personal,bad
23,male,self_employed,tier_2,41100,1,9300,984000,12,686,home,bad
58,male,salaried,tier_3,24400,0,0,343000,36,714,education,good
25,male,salaried,tier_3,39000,3,800,445000,48,585,consumer_durable,good
48,male,salaried,tier_2,105100,4,7300,964000,48,603,personal,bad
37,male,salaried,tier_2,61900,1,5100,997000,36,679,personal,good
55,male,business,tier_1,129600,3,19400,1617000,84,632,personal,good
23,male,salaried,tier_3,30000,3,1300,577000,48,645,home,good
60,female,business,tier_3,48900,4,7000,770000,36,571,education,bad
51,male,salaried,tier_1,79700,4,22800,929000,48,693,home,good
40,male,business,tier_1,73300,2,4200,1687000,60,613,home,bad
30,male,salaried,tier_2,63300,0,0,205000,12,675,home,good
63,male,salaried,tier_1,92100,3,29400,1610000,36,676,personal,bad
34,male,salaried,tier_3,49900,2,9000,580000,24,699,home,bad
42,male,salaried,tier_1,70400,2,21200,391000,36,678,home,good
38,male,business,tier_3,76900,2,19200,380000,60,610,business,good
31,male,self_employed,tier_3,32900,3,4100,547000,24,593,home,bad
39,female,self_employed,tier_3,31900,1,6300,195000,48,708,personal,good
27,male,salaried,tier_2,91100,1,3700,1911000,36,727,education,good
21,male,self_employed,tier_1,44000,1,7600,419000,12,648,personal,bad
33,male,self_employed,tier_3,19800,2,5800,202000,120,635,home,bad
25,male,business,tier_2,51700,3,10600,872000,60,705,home,good
39,male,self_employed,tier_3,41200,0,0,314000,36,692,business,good
58,male,self_employed,tier_1,101600,1,23600,320000,48,685,education,good
28,male,salaried,tier_1,58900,3,20100,728000,120,635,home,good
21,male,unemployed,tier_3,17000,0,0,239000,24,546,car,bad
25,female,salaried,tier_3,41600,3,4800,514000,84,504,personal,bad
43,female,salaried,tier_1,71300,3,3900,900000,12,709,home,bad
33,female,business,tier_2,52000,1,17400,883000,120,589,personal,bad
42,male,salaried,tier_1,147000,3,28100,3052000,36,629,personal,bad
22,male,salaried,tier_2,52200,2,2400,557000,36,592,personal,good
35,male,salaried,tier_1,46600,1,10000,913000,84,656,business,bad
39,male,salaried,tier_1,175500,0,0,758000,24,696,education,good
39,male,business,tier_1,108500,4,2300,1420000,12,640,business,bad
45,male,business,tier_1,125000,4,37800,1362000,48,665,education,good
55,male,salaried,tier_2,99100,4,24600,1267000,120,746,education,good
41,male,unemployed,tier_1,20100,0,0,99000,36,559,personal,good
58,male,self_employed,tier_2,67500,4,22700,399000,48,613,personal,good
44,female,business,tier_2,71300,3,4000,653000,36,659,home,good
32,male,salaried,tier_2,71100,2,0,622000,84,629,consumer_durable,bad
31,female,salaried,tier_2,54300,1,8100,602000,120,641,consumer_durable,good
35,male,salaried,tier_1,73700,1,3600,929000,120,672,car,good
47,male,salaried,tier_1,77400,1,15400,592000,24,702,personal,good
31,male,self_employed,tier_3,31300,0,0,501000,24,569,personal,good
61,male,salaried,tier_3,49200,3,3200,536000,120,732,consumer_durable,good
42,male,salaried,tier_3,49200,4,17000,210000,60,654,personal,good
58,male,self_employed,tier_3,47900,4,5600,389000,36,658,home,good
51,male,salaried,tier_2,68800,4,10000,1016000,36,583,personal,bad
35,male,salaried,tier_3,83100,0,0,1308000,24,677,home,good
31,male,self_employed,tier_2,69400,3,20300,1374000,12,576,personal,bad
53,female,business,tier_3,48800,4,3400,398000,36,607,personal,good
35,male,salaried,tier_3,48300,2,2200,715000,84,669,personal,good
31,male,unemployed,tier_3,14800,2,4600,192000,60,545,home,bad
61,male,business,tier_2,50200,1,3200,1045000,12,684,education,bad
42,male,self_employed,tier_1,131100,4,39400,2403000,12,570,personal,bad
23,male,salaried,tier_1,56600,3,11500,327000,120,737,car,good
42,male,self_employed,tier_1,88800,3,25600,2054000,84,609,home,bad
41,female,business,tier_3,52600,0,0,550000,84,633,car,bad
59,male,salaried,tier_2,54000,4,18200,1245000,120,579,business,bad
52,male,unemployed,tier_1,10300,2,1100,93000,60,535,education,bad
29,male,business,tier_2,96200,4,2000,1236000,36,619,personal,good
27,female,salaried,tier_1,47300,3,12700,689000,60,592,personal,good
47,female,self_employed,tier_2,29000,2,1800,126000,60,673,business,bad
23,female,salaried,tier_1,111400,3,13700,2008000,84,642,personal,good
35,female,self_employed,tier_2,89800,1,18700,467000,48,569,home,good
27,female,business,tier_2,55400,2,1300,357000,12,649,home,bad
21,male,salaried,tier_2,78100,0,0,710000,60,678,home,good
61,female,salaried,tier_3,54500,3,9300,1263000,84,633,business,bad
24,male,salaried,tier_1,71900,1,10600,1685000,120,719,personal,good
21,male,business,tier_2,111700,0,0,1483000,24,692,personal,good
62,female,salaried,tier_1,70100,3,17900,995000,120,634,personal,bad
29,male,business,tier_2,83900,1,10400,625000,12,655,business,bad
56,male,salaried,tier_2,35500,1,5000,418000,84,723,consumer_durable,good
22,male,salaried,tier_2,36000,0,0,852000,36,688,personal,bad
27,male,business,tier_3,79000,3,9400,1549000,12,580,car,bad
25,female,self_employed,tier_1,78600,1,1400,1387000,36,630,home,bad
52,male,salaried,tier_3,39200,2,8000,347000,48,733,personal,bad
48,female,salaried,tier_1,144800,1,8800,2755000,24,723,personal,bad
41,male,salaried,tier_2,106800,3,26800,2488000,48,573,personal,bad
31,female,salaried,tier_3,48100,1,700,1142000,60,588,car,good
24,male,salaried,tier_2,33000,3,700,515000,120,556,personal,good
46,female,self_employed,tier_3,34600,2,3400,221000,48,583,education,good
31,male,salaried,tier_3,30800,0,0,716000,60,668,car,bad
46,male,salaried,tier_1,76600,2,18600,1101000,120,664,business,good
51,male,salaried,tier_3,29700,1,7200,113000,12,705,personal,bad
58,male,salaried,tier_3,27100,2,9200,128000,84,697,car,good
42,male,unemployed,tier_2,5400,0,0,82000,120,553,car,bad
21,female,salaried,tier_1,78700,3,1600,1617000,84,687,personal,good
33,female,salaried,tier_1,33200,3,10000,756000,120,575,education,good
58,female,self_employed,tier_3,32200,0,0,735000,120,709,home,good
44,male,business,tier_3,66900,4,1600,1014000,60,620,personal,bad
48,male,self_employed,tier_3,28000,1,800,661000,84,608,personal,bad
41,female,business,tier_1,64600,1,10800,397000,36,680,home,bad
28,female,business,tier_1,92300,0,0,460000,12,675,personal,good
60,male,self_employed,tier_2,35900,1,7500,131000,12,677,personal,good
55,female,unemployed,tier_1,17300,0,0,333000,24,462,car,bad
64,male,salaried,tier_1,51700,2,17400,1150000,84,749,car,bad
58,female,business,tier_1,91100,3,16300,1880000,36,651,car,bad
33,female,business,tier_1,83700,1,22000,1903000,84,665,education,bad
32,female,business,tier_1,94100,4,4100,1365000,36,439,business,bad
31,male,salaried,tier_3,73100,4,15800,1391000,84,606,education,good
61,male,self_employed,tier_1,69500,1,21000,700000,120,615,consumer_durable,bad
45,male,salaried,tier_2,65600,3,500,1253000,36,723,car,good
40,female,self_employed,tier_2,38600,2,7300,726000,48,587,personal,good
63,male,salaried,tier_3,44600,1,3900,542000,48,789,personal,good
47,female,self_employed,tier_3,32700,1,5500,128000,120,706,personal,good
61,female,self_employed,tier_2,48500,2,13900,417000,36,672,business,bad
64,male,salaried,tier_2,69000,0,0,1490000,36,793,personal,bad
24,male,salaried,tier_2,46200,3,12200,708000,84,597,education,bad
36,female,salaried,tier_2,47800,4,3500,550000,120,602,consumer_durable,good
53,male,self_employed,tier_2,40500,1,11800,927000,12,712,consumer_durable,bad
56,male,self_employed,tier_2,40200,2,8600,430000,12,614,consumer_durable,good
27,male,self_employed,tier_2,51000,4,1200,504000,120,526,home,good
35,male,salaried,tier_1,65400,3,19700,1254000,48,638,home,bad
45,female,business,tier_1,159600,2,3100,1670000,48,603,education,good
56,male,self_employed,tier_1,165500,4,1700,2047000,120,704,personal,good
25,male,salaried,tier_2,45100,0,0,820000,36,730,home,good
47,male,salaried,tier_2,61000,2,300,734000,48,659,car,good
34,male,salaried,tier_2,79100,1,2400,773000,84,643,personal,bad
30,male,salaried,tier_1,67700,0,0,225000,84,716,car,good
43,female,salaried,tier_1,52400,2,16100,1104000,60,734,personal,good
39,male,salaried,tier_1,136400,3,2100,1918000,36,671,car,good
48,male,salaried,tier_2,69900,3,9100,1459000,60,626,business,bad
34,female,salaried,tier_1,83000,3,6300,1326000,84,587,car,good
57,male,salaried,tier_1,123400,1,14800,890000,120,698,personal,good
24,male,business,tier_1,123700,2,12600,1314000,60,632,personal,bad
58,male,salaried,tier_2,54100,0,0,636000,120,713,car,good
22,male,salaried,tier_1,52800,3,14200,979000,84,683,education,bad
53,male,self_employed,tier_2,40400,4,12500,586000,84,640,business,bad
36,female,salaried,tier_2,83800,2,21100,1372000,48,683,personal,good
37,female,salaried,tier_3,52400,1,6100,986000,48,714,home,good
21,male,salaried,tier_2,51500,1,3300,451000,60,609,personal,good
51,male,salaried,tier_1,137800,3,25600,2966000,120,650,home,bad
28,male,self_employed,tier_1,61300,3,7700,767000,48,558,education,good
50,male,salaried,tier_3,58300,2,13100,984000,60,706,education,bad
52,female,salaried,tier_1,80200,1,1100,608000,48,663,education,good
58,female,self_employed,tier_3,70800,2,17700,559000,60,662,home,good
52,female,unemployed,tier_2,15600,1,1600,288000,60,542,car,good
34,male,salaried,tier_1,75500,0,0,782000,12,733,home,good
53,female,salaried,tier_1,69700,2,23900,1491000,12,639,education,bad
57,male,salaried,tier_3,41000,4,3100,695000,12,682,personal,bad
34,male,self_employed,tier_3,27900,3,1100,474000,84,563,personal,bad
26,female,self_employed,tier_3,22300,0,0,245000,120,613,home,good
60,male,self_employed,tier_1,72200,4,8900,1585000,36,618,home,bad
27,female,salaried,tier_3,34200,1,6400,781000,12,733,personal,bad
47,female,salaried,tier_1,61500,3,21100,518000,12,629,personal,good
31,female,business,tier_1,91600,2,27900,1265000,48,546,business,bad
26,male,salaried,tier_2,56000,3,14000,1235000,60,599,car,good
55,male,unemployed,tier_3,9000,3,2300,46000,36,499,home,bad
27,female,salaried,tier_2,101100,1,10000,935000,60,763,car,good
50,female,salaried,tier_2,69300,3,22500,1597000,24,688,personal,bad
51,male,salaried,tier_1,155300,2,29300,2048000,84,656,education,bad
23,female,salaried,tier_2,47200,1,2700,1085000,36,668,home,bad
28,male,business,tier_1,124300,0,0,1365000,120,729,home,good
55,male,salaried,tier_3,36100,2,6400,508000,84,684,personal,bad
43,female,self_employed,tier_1,53200,2,2900,667000,48,630,car,bad
26,male,self_employed,tier_2,101700,2,26200,1282000,120,602,personal,bad
64,male,business,tier_1,72200,3,5900,1608000,120,679,car,bad
32,female,self_employed,tier_2,22000,3,1400,387000,24,586,car,bad
21,female,unemployed,tier_1,12600,0,0,288000,60,569,car,bad
61,female,business,tier_2,34700,1,7000,344000,60,728,consumer_durable,good
21,male,salaried,tier_2,39400,4,4000,941000,36,646,home,good
45,female,business,tier_2,51800,2,700,925000,120,633,home,bad
64,male,unemployed,tier_3,9100,2,1200,52000,60,483,business,bad
46,male,salaried,tier_1,36200,4,3000,423000,84,638,home,good
46,male,self_employed,tier_2,73000,3,13100,600000,24,596,car,good
38,female,salaried,tier_3,21400,4,3400,170000,120,603,car,bad
26,female,self_employed,tier_1,62000,2,1700,1396000,120,609,personal,bad
46,female,salaried,tier_3,36800,0,0,852000,120,742,education,good
60,female,self_employed,tier_3,48100,3,4700,159000,48,615,business,good
25,male,salaried,tier_3,46700,4,7900,275000,120,561,personal,good
59,male,self_employed,tier_2,72700,2,20900,642000,12,616,personal,bad
39,male,salaried,tier_2,48500,2,3700,1009000,24,752,car,bad
44,male,self_employed,tier_2,40800,0,0,646000,60,702,personal,good
28,male,salaried,tier_2,63500,1,0,944000,84,637,business,good
48,female,self_employed,tier_3,51600,4,11000,803000,12,668,business,bad
29,female,salaried,tier_1,99100,0,0,2276000,36,689,home,good
33,female,salaried,tier_3,46200,3,10800,406000,12,753,personal,good
52,male,salaried,tier_2,59700,3,14400,334000,12,685,personal,good
23,male,business,tier_1,93300,2,1500,1471000,12,642,consumer_durable,bad
40,male,salaried,tier_2,63500,4,9300,1482000,120,678,car,good
47,male,self_employed,tier_3,73400,3,24900,1315000,120,694,personal,good
26,male,salaried,tier_2,50500,4,4900,1098000,60,604,personal,bad
33,male,self_employed,tier_3,31700,1,5900,692000,12,709,business,bad
36,male,salaried,tier_1,63600,3,12000,484000,84,626,personal,good
50,female,salaried,tier_3,47300,3,4300,823000,48,655,business,good
63,male,salaried,tier_2,26200,4,7100,553000,84,669,car,bad
57,male,salaried,tier_3,39300,2,100,202000,48,739,home,good
